campaign,kit_id,transect_location,bulk_density_g_cm3,bulk_density_flag
EC1,K027,Upland,1.4748702346642868,NA
EC1,K015,Upland,0.9056465805097804,NA
EC1,K047,Upland,0.3458333333333334,NA
EC1,K053,Upland,0.9923728813559322,NA
EC1,K019,Upland,NA,NA
EC1,K039,Upland,0.6734177215189873,NA
EC1,K004,Upland,0.8655286301128757,NA
EC1,K029,Upland,NA,NA
EC1,K049,Upland,1.7350000000000003,NA
EC1,K020,Upland,0.6879432624113477,NA
EC1,K016,Upland,0.14520547945205484,NA
EC1,K023,Upland,0.4277027027027026,NA
EC1,K051,Upland,NA,NA
EC1,K025,Upland,0.701639344262295,NA
EC1,K036,Upland,0.20999438930218167,NA
EC1,K045,Upland,0.34694656488549613,NA
EC1,K017,Upland,0.7537037037037037,NA
EC1,K018,Upland,0.4171122994652407,NA
EC1,K011,Upland,NA,NA
EC1,K058,Upland,NA,NA
EC1,K042,Upland,0.6325303837573623,NA
EC1,K048,Upland,0.6456555875106059,NA
EC1,K035,Upland,0.8712842166967835,NA
EC1,K054,Upland,0.5898000347302489,NA
EC1,K021,Upland,0.689763779527559,NA
EC1,K044,Upland,0.5468707261761392,NA
EC1,K034,Upland,0.9067567567567566,NA
EC1,K009,Upland,NA,NA
EC1,K056,Upland,NA,NA
EC1,K024,Upland,NA,NA
EC1,K062,Upland,0.7722222222222223,NA
EC1,K050,Upland,NA,NA
EC1,K030,Upland,0.17667998401482693,NA
EC1,K013,Upland,1.0342805015982677,NA
EC1,K061,Upland,NA,NA
EC1,K041,Upland,0.10576737564467369,NA
EC1,K038,Upland,NA,NA
EC1,K046,Upland,NA,NA
EC1,K010,Upland,NA,NA
EC1,K042,Wetland,0.21488833746898264,NA
EC1,K046,Upland,NA,NA
EC1,K024,Wetland,NA,NA
EC1,K044,Wetland,0.33046594982078853,NA
EC1,K036,Wetland,0.19466119096509238,NA
EC1,K062,Wetland,0.24366197183098595,NA
EC1,K030,Wetland,0.48404429371361424,NA
EC1,K041,Wetland,1.4813008130081302,NA
EC1,K026,Wetland,0.3480121686038302,NA
EC1,K025,Wetland,0.4655015123101817,NA
EC1,K045,Wetland,0.10823699421965319,NA
EC1,K004,Wetland,0.2872464869717799,NA
EC1,K035,Wetland,0.1851380042462845,NA
EC1,K018,Wetland,1.489553422561312,NA
EC1,K026,Upland,1.5527272727272727,NA
EC1,K026,Wetland,0.5838742003914112,NA
EC1,K049,Wetland,0.9488505747126434,NA
EC1,K016,Wetland,0.2741258741258741,NA
EC1,K058,Wetland,NA,NA
EC1,K022,Upland,0.7240506329113923,NA
EC1,K042,Transition,0.1861940298507463,NA
EC1,K048,Wetland,0.43233170648046887,NA
EC1,K029,Wetland,NA,NA
EC1,K059,Upland,0.15437870917245358,NA
EC1,K029,Transition,NA,NA
EC1,K037,Wetland,0.2857534246575343,NA
EC1,K059,Wetland,0.09578190172575683,NA
EC1,K034,Wetland,0.3292479108635098,NA
EC1,K009,Wetland,NA,NA
EC1,K052,Wetland,NA,NA
EC1,K050,Wetland,0.21439999999999998,NA
EC1,K008,Wetland,NA,NA
EC1,K054,Wetland,0.20635269831304942,NA
EC1,K010,Wetland,NA,NA
EC1,K021,Wetland,0.22560556463835815,NA
EC1,K012,Wetland,0.6905987468563988,NA
EC1,K051,Wetland,NA,NA
EC1,K061,Wetland,NA,NA
EC1,K056,Wetland,NA,NA
EC1,K038,Wetland,NA,NA
EC1,K013,Wetland,0.23393254848469003,NA
EC1,NA,NA,NA,NA
EC1,K052,Upland,1.449051724137931,NA
EC1,K055,Upland,NA,NA
EC1,K008,Upland,NA,NA
EC1,K007,Upland,NA,NA
EC1,K001,Upland,NA,NA
EC1,K008,NA,NA,NA
EC1,K025,Upland,NA,NA
EC1,K018,Upland,NA,NA
EC1,K017,Upland,NA,NA
EC1,K004,Upland,NA,NA
EC1,K009,Upland,NA,NA
EC1,K008,Upland,NA,NA
EC1,K011,Upland,NA,NA
